Unnamed: 0,player,game,card,one,play,point,new,take,use,turn,build,action,place,board,round,win,two,end,time,must,tile,score,differ,power,also,set,dice,first,get,number,citi,move,make,three,deck,hand,start,includ,collect,order,charact,world,mdash,resourc,victori,hero,may,tri,publish,four,mani,color,need,way,rule,control,space,base,token,uniqu,choos,oppon,complet,draw,ndash,gain,special,team,edit,allow,abil,five,creat,roll,good,everi,work,phase,battl,role,ship,find,come,becom,monster,piec,worker,adventur,best,mdashdescript,anoth,combin,even,possibl,help,expans,money,locat,around,give,Description
5432,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,traditional game from ancient india was brought to the uk in 1892 and first commercially published in the usa by milton bradley in 1943 as chutes and ladders players travel along the squares sometimes using ladders which represent good acts that allow the player to come closer to nirvana while the snakes were slides into evil 
17517,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,from the publisher clue mysteries game parker brothers and hasbro games 50 compelling cases to solve in this prequel to the clue detective games john boddy and his attorney miles meadowbrook are still alive but 12 delightfully deceitful clue characters are plotting their demise and turning hampshire into a hotbed of petty crimes inspector browns casebook is bulging with unsolved mysteries and he needs your help to solve them choose a mystery then travel along the hampshire gameboard to question witnesses and decode their clues inspector brown will tell you if anyones lying and mr boddy knows where the guilty party is hiding reimplements the mysteries of peking 
4928,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clue game but with fancy pieces and game tin it also added the weapon of the poison which first appeared in clue master detective but did not include any other characters weapons or rooms from that edition 
256980,5,2,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,players in the color monster collaborate to help the monster figure out his emotions in turns they roll the die that allows them to move the monster around the board when the monster goes to a space with an emotion token the player can pick it up and look for the right jar the jars are all placed on shelves with their colors hidden if the player chooses the jar which matches the color of the emotion then they can place the emotion token into the jar otherwise the jar goes back to the shelf as it was in order to pick up an emotion token players have to explain a memory or a situation in which they feel like the emotion they are picking up happiness sadness anger fear or calm the players can lose the game if the monster gets too confused and they flip over too many mixed emotion jars or win the game when the emotions are all placed in their correct jars mdashdescription from the publisher 
147151,5,1,0,0,0,3,0,0,2,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,in concept your goal is to guess words through the association of icons a team of two players ndash neighbors at the table ndash choose a word or phrase that the other players need to guess acting together this team places pieces judiciously on the available icons on the game board to get others to guess milk for example the team might place the question mark icon which signifies the main concept on the liquid icon then cubes of this color on the icons for fooddrink and white for a more complicated concept such as leonardo dicaprio the team can use the main concept and its matching cubes to clue players into the hidden phrase being an actor or director while then using subconcept icons and their matching cubes to gives clues to particular movies in which dicaprio starred such as titanic or inception the first player to discover the word or phrase receives 2 victory points the team receives points as well and the player who ends up with the most points wins 
2719,2,5,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,connect 4 is a well known vertical game played with checkers game pieces although it is more akin to tictactoe or go moku the board is placed in the stand to hold it vertically and the players drop game pieces into one of the seven slots each of which holds up to six game pieces until one player succeeds in getting four in a row whether horizontally vertically or diagonally the game is nonproprietary more elegant wooden versions can be found under the name the captains mistress 
269595,4,4,3,1,0,2,4,1,1,1,1,0,1,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,3,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,the danish city of copenhagen is traversed by canals and harbors and part of it mdash nyhavn new harbor mdash is famous for the colorful gabled houses along the water in copenhagen players design new faccedilades for these houses so that they fit seamlessly into this beautiful harbor setting on a turn a player may choose to take two adjacent cards from the display they may never hold more than 7 cards or use cards to buy facade tiles in various shapes and colors any tile may be purchased but you get a discount if you place a tile touching another one of the same color building over certain spaces or completing designated rows grants the players new abilities to make their job easier finishing a row or column will award the player points doubled if it is all windows and the game is a race to 12 points copenhagen comes in several versions the current in print versions are a base game with cardboard tiles and a deluxe edition 2022 printing with an alternative cover laser cut acrylic tiles with transparent windows and the nyhavn and new facades queenies expansion modules these queenies were previously released separately and may be purchased in cardboard as the copenhagen queenie box editions no longer available the original kickstarter included a deluxe edition same cover as base game with a deluxe edition stamp with acrylic tiles but no queenies and a collectors edition that came with the base game and a queenie set 
131499,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,game description from the publisher in counting fun farmer tim wants to check that everything is in order in the meadow and feed clover leaves to the animal kids but the rascals are playing tag and happily frolicking about so farmer tim soon loses track can you help tim count and feed the animal kids 
8172,1,6,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coyote is a simple bluffing game in a western setting every player gets a card bound on his forehead by a fabric tape showing a number of hidden indians or a special value you dont know the value of your card but you can see all the others the object of the game is to guess how many indians are shown on the cards declaring an increasing number every turn if you are caught over declaring you lose many special cards make every game turn a surprise and dont forget you never know the card you are showing on your forehead kidultgame originally published the game in 2003 the french editions from tilsit 20042005 amp 2006 convinced with their real feathers accessory the game has been reprinted by the italian company oliphante in 2010 starting 2011 the french company gigamic has got international rights and the game has been printed and distributed in a brand new edition 
301637,3,0,4,2,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,you thought it would be a nice relaxed day on the water waiting for the fish to bite and watching the clouds drift by but now its a frantic race to catch the biggest fish and prove once and for all who is the best fisherman use the right bait with your best rod and reel to lure out the biggest fish you can catch make sure you have the gear you really need so you can beat the competition and get those fish faster in crazy fishing two to six players become fishers who compete to catch the biggest fish in the sea you play over a number of rounds divided into three steps the cast where all players play simultaneously and choose and play one rodnreel card and one bait card the catch where they catch fish based on the speed of the rodnreel cards and reelem in where you refill your hand the winner is the player who has the highest scored obtained catching fishing and bonus cards mdashdescription from the publisher 
284083,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,in the cooperative tricktaking game the crew the quest for planet nine the players set out as astronauts on an uncertain space adventure what are the rumors regarding the unknown planet about the eventful journey through space extends over 50 exciting missions but this game can only be defeated by meeting common individual tasks of each player in order to meet the varied challenges communication is essential in the team but this is more difficult than expected in space with each mission the game becomes more difficult after each mission the game can be paused and continued later during each mission it is not the number of tricks but the right tricks at the right time that count the team completes a mission only if every single player is successful in fulfilling their tasks the game comes with 50 missions with three additional missions published in spielbox 22020 
143986,2,2,4,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,have you ever wondered who you would have been if your life had gone differently how would you direct your life if everything were up to you maybe you would be a magician or travel around the world or maybe big business tempts you and your goal would be to earn a million dollars cv means curriculum vitae ndash your resume ndash and in the dice and card game cv you will lead a character through his entire life making many choices about friends relations jobs and activities everything is possible a dream job new relationships and skills you can be whoever you want gameplay is built around the yahtzeestyle dice rolling and rerolling system on their dice players are trying to roll sets of symbols that allow them to acquire cards each round these cards give benefits of some kind such as new symbols and special abilities at the end of the game each kind of card scores points for the player 
8924,3,5,0,4,1,4,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,this is a game that comes in a real eggbox there are nine yellow plastic eggs and one yellow wooden egg worth 2 points the others are worth 1 point and two dice one red and one white although it is in fact a childrens game it is great fun when played by adults as well the object of the game is to accumulate the most points first a player rolls the red die depending on the result of the die roll players can attempt to be the first to take an egg from the box or steal from someone else if there are none left in the box drop an egg on the table and then compete to catch it or even get up and run around the table to try to be the first back to their seat when a player successfully wins an egg he or she then rolls the white die which indicates the location of the egg between your cheek and your shoulder your chin and the breast between your knees etc when the first person drops an egg the game ends and the one having the most points wins the game ages 5 and up 
17136,0,3,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the ancient game of secret symbols is a classic strategy game with hidden mysteries as old as the pyramids take turns placing shapes on the board to reveal 9 different patterns the more complex the design the more points you score 2005 mensa select integrates with da vincis challenge card game 
223321,3,14,0,0,2,0,2,2,3,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,0,0,2,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,in detective a modern crime board game you are going to solve five different cases and find out what connects them you are going to break the 4th wall by using every resource you can you are going to browse the games dedicated database simulating your agencys resources you will enter a city maze of old mysteries and fresh crime and you will be able to cooperate with other agents or solve the mystery on your own take the job of a real detective in a modern setting in detective a modern crime board game 15 players take on the role of investigators solving mysterious crimes while working as an antares national investigation agency team members this board game tell rich stories stories you will participate in lets hope that you will be able to deduce the end before there is another crime the game will challenge you with five different cases that have to be played in order seemingly unconnected at first they will unveil an immersive metaplot based on facts and fiction alike detective a modern crime board game brings classic cardbased puzzlesolving gameplay into the 21st century with the introduction of online elements you will gain access to the online antares database that contains data about suspects witnesses and documentation from arrests and trials related to your case use every tool at your disposal to solve these crimes consult the internet check the facts and constantly discover new clues you are not playing a detective you are a detective in 2020 game of the year special edition of detective a modern crime board game was published thanks to the overwhelmingly great response for the game and a worldwide success portal games was able to improve the basic game and add an additional component to the box the new edition includes a set of 30 photos of character portraits which the players can use during their investigation to make a mind map the pictures show the suspects met throughout the game and bring an amazing immersion to the gameplay the set was previously available for purchase only as an additional promo item at the portal games store and during conventions with the game of the year edition of detective now all players will be able to enjoy this great tool 
54395,2,0,9,2,1,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,4,0,0,2,0,2,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,based on the popular spot the differences challenges found in books newspapers and elsewhere difference challenges your abilities to observe and react quickly the deck includes two sets of doublesided cards with one set being more challenging than the other place one card in the center of the table then deal the rest out to players as evenly as possible to start each player looks at the top card of her stack then tries to spot the two differences between her card in hand and the reference card on the table whoever spots her particular differences first stops play demonstrates them to everyone places her card on top of the reference card creating a new challenge for everyone then draws the next card from her deck whoever gets rid of all of her cards first wins 
156719,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,trying to save their dinosaurs from extinction players in dino race run as quickly as possible through plains deserts swamps and jungles while avoiding the nasty tricks of the opponents each player must bring his dinosaur couple to the end of the race track scoring points when one of his dinosshy finishes the race players also score points by bringing the dino egg to safety 
256382,10,0,6,6,2,0,0,2,1,1,0,3,0,3,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,in villainous each player takes control of one of six disney characters each one a villain in a different disney movie each player has their own villain deck fate deck player board and 3d character on a turn the active player moves their character to a different location on their player board takes one or more of the actions visible on that space often by playing cards from their hand then refills their hand to four cards cards are allies items effects conditions and for some characters curses you need to use your cards to fulfill your unique win condition one of the actions allows you to choose another player draw two cards from that players fate deck then play one of them on that players board covering two of the four action spaces on one of that players locations the fate deck contains heroes items and effects from that villains movie and these cards allow other players to mess with that particular villain 
295490,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,speed is of the essence in the cooperative game dodo as the bird has laid its egg on the highest mountain peak but then unobservantly let it fall out of the nest and towards the cliff by using teamwork you can bring the rolling egg safely to the foot of the mountain quickly roll the building material you need collect hammers and nails and attach bridges to the sides of the mountain if you manage to steer the egg safely into the lifeboat youve won together 
330995,0,6,5,0,2,2,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,mario hugo itrsquos out for work and his dogs will not waste any time barking and howling for his return instead they will mount the greatest party so they can play sing bark and have fun in all the possible ways a dog enjoy but beware if mario hugo returns and the house itrsquos not in order there will be trouble dogs alone is a set collection card game where you must try to do the best disasters collecting certain dog cards in the game while keeping every disaster in order at the end of the game so mario hugo wonrsquot notice anything in your turn you can recruit a dog from the market or the pile to your hand and make a disaster if you can or clean a disaster in your game zone the dogs than you collect will be the principal way to commite a certain disaster card meeting their requirements meanwhile the disaster card will be the principal way to get points to win the game but beware because the only way to get that points is cleaning the mess before mario hugos cards came in play for third time game based on the popular chilean tv show called 31 minutos 
209418,3,6,15,0,3,1,5,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, you are a monarch like your parents before you a ruler of a small pleasant kingdom of rivers and evergreens unlike your parents however you have hopes and dreams you want a bigger and more pleasant kingdom with more rivers and a wider variety of trees you want a dominion in all directions lie fiefs freeholds and feodums all are small bits of land controlled by petty lords and verging on anarchy you will bring civilization to these people uniting them under your banner but wait it must be something in the air several other monarchs have had the exact same idea you must race to get as much of the unclaimed land as possible fending them off along the way to do this you will hire minions construct buildings spruce up your castle and fill the coffers of your treasury your parents wouldnt be proud but your grandparents on your mothers side would be delighted in dominion each player starts with an identical very small deck of cards in the center of the table is a selection of other cards the players can buy as they can afford them through their selection of cards to buy and how they play their hands as they draw them the players construct their deck on the fly striving for the most efficient path to the precious victory points by game end dominion is not a collectible card game ccg but the play of the game is similar to the construction and play of a ccg deck the game comes with 500 cards you select 10 of the 26 kingdom card types to include in any given playmdashleading to immense variety dominion second edition replaces six kingdom card types from the first edition with six new types of kingdom cards while also replacing the blank cards in the game with a seventh new kingdom card these new cards are available on their own in the dominion update pack the rulebook has been rewritten three cards have mild functional changes you may added to moneylender mine throne room and other cards have been rephrased while remaining functionally the same dominion update pack contains the seven new kingdom cards introduced in the second edition of dominion thereby allowing owners of the first edition to obtain these new cards without needing to repurchase the entire game 
2394,0,9,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,9,1,5,0,2,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,a traditional tile game played in many different cultures around the world this entry is for western dominoes the standard set being the 28 double six tiles chinese dominoes use a 32 tile set with different distributions dominoes is a family of games using the western style tiles the standard set of tiles is based on the 21 different combinations made with a roll of two sixsided dice seven 7 additional blank combination tiles combine with the 21 to form the standard 28 doublesix set doublenine with 55 tiles and doubletwelve with 91 tiles are also popular doublefifteen sets with 136 tiles also exist there are many different games played with dominoes the standard game is known as the block game forms of this game are known in many different areas of the world with similar rules puerto rican dominoes latin dominoes and cuban dominoes are all forms of the block game another main variety of dominoes games are based on the fives family fiveup all fives sniff and muggins are all part of this family this variation adds the ends of the dominoes to make a multiple of five for scoring other popular dominoes games include 42 chickenfoot and mexican train 
215311,4,3,4,1,4,0,0,0,0,1,0,0,1,1,0,3,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,2,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,highstakes bidding on milliondollar race cars frantic bets placed in secret even as the cars race around the track and to the victor the biggest purse of all but in the world of motor racing the margin between victory and defeat can be a single moment a steep banked turn tires screaming and spitting out smoke and the downforce pressing you down in your seat and keeping you on the track as you make your move inside to pull ahead downforce is a carddriven bidding racing and betting game for 26 players based on top race the awardwinning design by the legendary wolfgang kramer players first bid to own the six cars in the race then they play cards from their hand to speed them around the track however most cards will also move their opponents cars so figuring out just the right time to play a card is the key to victory along the way players make secret bets on who they think will win the race whoever has the most money from their prize money winning bets and remaining bank wins this is a game whose design needed no attention years of play and multiple versions have honed it to near perfection on the contrary one of the design challenges was figuring which of the many rules modules to incorporate to create the most fun version downforce also adds variable player powers to improve replayability but mostly it improves the look of the game to make it gorgeous and easy to play special attention was paid to the colors the layout of the cards the design of the cars the details on the board and more 
16139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a neat dice race with a simple version for younger players ooooh its scary in count draculas castle bravely the little vampire rolls the dice again a garlic two bats and so he makes his way closer to the treasure chamber 
235655,0,2,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,on one of their expeditions the dragon children mira feo luna and diego discover an unusual sparkling treasure a column of ice with sparkling stones frozen inside it they want to take the treasure back to their cave but unfortunately the column of ice is too heavy the only thing they can do is to melt it but breathing fire isnt as easy as it sounds instead of fire they only manage hot air then the four of them have an idea theyll get their dad to help and it works dads fire breathing starts melting the column and little by little the sparkling stones start falling out the dragon children quickly collect the valuable treasures and take them back to their cave with a little luck even dad will get a few sparkling stones which dragon child will collect the most sparkling stones in their cave by the end of the game mdashdescription from the rulebook how to play 1 selecting a sparkling stone tile 2 lifting an ice ring the dragon dad will melt the top ice ring 3 dividing up sparkling stones take all the fallen sparkling stones in the color of your sparkling stone tile from the game board 
1339,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in many ways dungeon is similar to dungeons amp dragons although much simplified and transformed into a board game players explore a dungeon that is divided into levels of increasing difficulty fighting monsters for valuable treasure as players venture deeper into the dungeon the monsters become more difficult and the treasure more valuable several character classes each have slightly different fighting abilities ndash most notably the wizard who can cast spells combat is simulated using dice players roll the dice to attack a monster and if unsuccessful the dice are rolled to determine the effect of the monsters counterattack the winner is the first player to bring a certain amount of treasure back to the dungeons entrance reimplemented by the classic dungeon the new dungeon 
216907,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,it is the 17th century in the east indies you are in charge of two ships and you have a clear mission find valuable spices and bring them back home mdash but there are a few catches you have to bring these spices home before any other country does there are pirates out there who will shoot your ships to smithereens when given the chance and as for finding those spices you and your competitors could just trade them with locals and bring them home mdash or you can battle and try to steal them from one another the first player to bring home two copies of the four desirable spices wins the dutch east indies 
130792,5,3,0,4,1,0,0,3,0,3,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,3,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,ack the princess has been captured once again by an evil sorcerer she should really stop hanging about in places where she can be captured so easily well thats neither here nor there for now ndash lets get out there and free her from the enchanted tower in der verzauberte turm one player plays the sorcerer and at the start of the game he hides a key under one of 16 spaces on the game board the other players collectively take the part of robin who tries to find the key before the sorcerer can reach it no matter who finds the key first though that player gets to try the key in one of the six locks on the tower if he chooses the right one the princess jumps free of the tower and that player wins if not the sorcerer hides the key once again and everyone moves back to their starting locations the sorcerer starts the game on a supplementary movement board that takes him eight spaces to cover giving robin time to search various locations first for the key robin and the sorceror are apparently magnetized and when the character passes over the key location the key will clack to its underside how do the pieces move each turn the sorcerer rolls a symbol die that shows which character moves first that turn the robin players take turns rolling a number die which has values for both robin and the sorcerer thus they jockey back and forth to reach a location that only the sorcerer knows will the princess find freedom once again at least for a little while 
206931,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in encore first published as noch mal the dice determine which color and how many spaces you can mark off on your playing sheet mdash but the starting player may first evaluate what everyones doing then remove two dice leaving everyone else to make their choices with the dice that remain 
201248,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,in evolution the beginning youll adapt your species to succeed in a dynamic ecosystem where food is scarce and predators roam traits like flight and horns will protect your species from carnivores while a long neck will help them get food that others cannot reach with hundreds of ways to evolve your species every game unfolds in a beautifully unique way evolution the beginning borrows ideas and concepts from other games in the evolution branded product line but it is a standalone game that is not compatible with anything else in the evolution product line it is the most casual and quick playing adaptation of the evolution concept but it is highly strategic as a twoplayer game 
