GameId,GameName,Description
295824,Monopoly Speed,monopoli speed play ten minut everyon roll buy player dont wait turn four round player race timer buy trade sell properti faster ever timer count buy trade stage there break stage game board two go space player get jail free everi time mdashdescript publish version monopoli publish christma period 2019 design finish 10 minut game play electron timer keep track 2 phase game buytrad phase last approxim 15 min game play differ standard monopoli singl monetari denomin 1000 time play simultan turn player dice rent properti object card altern chanc communiti chanc card locat remov 2 pass go space player compet finish game valu money asset object properti set earn addit valu end game
287322,Mystic Market,enter mysteri world enchant commod bought sold profit mystic market excit fastpac card game player buy sell magic potionmak ingredi uniqu valu track ensur ingredientsrsquo valu constant shift shrewdest trader prevail profit sell phoenix feather craft potion meddl opponentrsquo plan corner market kraken tentacl take earn largest fortun enchant world mdashdescript publish
273477,Obscurio,sorcer get find way among illus bewar traitor rank grimoir guid team toward exit use imag upon point certain detail work togeth player find exit quick possibl avoid pick wrong card howev member team traitor look lead player astray wide varieti trap way exit librari make player communic harder obscurio famili game origin mix imagebas communic game secret role game player care share idea team support rich content obscurio propos fresh new experi genr put emphasi detail imag constant doubt creat presenc traitor communic effici avoid illus way escap sorcer librari mdashdescript publish
303057,Pan Am,pan player compet pan american airway other build airtravel empir outbid rival lucrat land right buy plane longer rang reach far corner world use insid connect advanc interest bump evergrow pan sell rout compani earn tidi profit use money invest growth purchas pan stock what sure big payout road pan game global strategi span four decad industrychang histor event
30549,Pandemic,pandem sever virul diseas broken simultan world player diseasefight specialist whose mission treat diseas hotspot research cure four plagu get hand game board depict sever major popul center earth turn player use four action travel citi treat infect populac discov cure build research station deck card provid player abil sprinkl throughout deck epidem card acceler intensifi diseas activ second separ deck card control normal spread infect take uniqu role within team player must plan strategi mesh specialist strength order conquer diseas exampl oper expert build research station need find cure diseas allow greater mobil citi scientist need four card particular diseas cure instead normal fivemdashbut diseas spread quick time run one diseas spread beyond recoveri much time elaps player lose cure four diseas win 2013 edit pandem includ two new charactersmdashth conting planner quarantin specialistmdashnot avail earlier edit game pandem first game pandem seri
255034,Papua,papua player lead scientif expedit papua new guinea one richest territori flora fauna late year xixth centuri discoveri astonish scientif communiti mdash run expedit success whoever manag collect relev discoveri rememb throughout histori detail player manag scientist assign sever task cultiv good relationship nativ order get help expedit make sure everyon get fed end day import work gather amaz collect new discoveri though secret bid amaz world larg player roll dice alloc result differ area board mdash hut logist expedit fund hunt fish field notebook mdash assign scientist differ task usual major determin player win area player gather money fund expedit collect food feed crew discov new score opportun recruit scientist import area expedit zone player secret bid discoveri new speci plant anim even nativ tribe end game score base set collect discoveri zone player highest prestig base set win game mdashdescript publish award 2018 5 season best portugues strategi game nomine dice tower seal approv jugamo todo jt 2019 nomine imagin game famili amp educ award seal approv 2020
16314,Party Scrabble,parti scrabblereg classic word game contemporari new theme time featur score point place word play board ordinari scrabblereg play team special dice timer start time scrambl faster play score delay team penal team highest score win two team age 10
2593,Pass the Pigs,portabl beer amp pretzel game come pocket travel case contain 2 pig dice two pencil score booklet also includ score tabl pig actual pig miniatur dot right flank object first score 100 point use pig dice turn throw pig hope end score posit snouter trotter lean jowler rang valu 1 60 point decid whether cash point pass pig next player roll roll nonscor pig one pig right flank left flank fair frequent result lose asyetuncash point throw oinker pig touch lose entir accumul score throw piggyback one pig top your altogeth elimin variant hog call rule allow player risk predict outcom throw predict success hog caller earn twice valu posit deduct amount roller score schweinerei german edit releas milton bradley 1984 milton bradley 1996 win move game usa deutschland 2001
312804,Pendulum,pendulum player power uniqu nobl vy succeed timeless king true ruler duumlnya player command worker execut stratagem expand provinc domain real time gain resourc move four victori track power prestig popular legendari achiev player must use actual time resourc manag strategi best oppon use time differ action type balanc time spent plan analyz winner player manag invest time effect build best engin player act quickest pendulum highestr protoyp histori stonemai game design day mdashdescript publish
6235,The Perilous Parlor Game,board game inspir base seri unfortun event children book anonym author lemoni snicket baudelair orphan care evil count olaf hope visit friend mr poe executor estat set olaf mansion one player count olaf player baudelair children game last rough 24 turn long take mr poe travel bank back mansion visit children hes gone count olaf job success play tragedi card damag guardian health move room manor guardian marker play special card children attempt collect item manor thwart olaf scheme restor health guardian children win poe manag get back bank olaf win drain guardian health kill theme extrem well use highpresent children game excerpt box wish play game hero alway win villain forev defeat innoc children brought warmth safeti encourag put box immedi someth involv lollipop poni educ flashcard live violet sunni klaus baudelair fraught sorrow misfortun unpleas game honor contain exact thing
1258,Phase 10,rummytyp card game player compet first finish complet ten phase phase includ collect run number collect certain number given color card etc first player finish complet 10th phase win case tie player fewest number point win
2281,Pictionary,play pictionari may remind charad draw paper instead act answer pictionari though team even three team clue giver may draw time player strive first guess correct answer answer design play one team simpli tri come answer timer run usual alway possibl thank vari difficulti level answer great draw talent requir instead player gain edg good imagin guess empathi team mate andor general abil communic restrict circumst board provid keep score focus competit pictionari big hit first appear classic parti game scene ever sinc
214282,Pictionary Man Double Draw,pictionari man doubl fun version belov pictionari game includ game piec way play split two teamsmdasheach team get pictionari man draw youngest player get choos play pictionari pair first team guess clue sand timer run win card play team share clue pictionari pair team draw one part pair clue bride amp groom cop amp robber win team guess entir phrase first team win three type card play pictionari pair win game come two pictionari men two shape box ball four paddl draw 150 clue card timer marker age 8 older donrsquot artistmdashpictionari blast everyon
175739,Pictopia: Disney Edition,ultim picturetrivia famili game make famili game time magic discov play trivia span decad disney magic anim classic blockbust movi televis hit dazzl theme park destin game teamwork competit twist along way guessmyansw qustio reveal much know player
140,Pit,pit openoutcri commod trade game first edit 1903 deck 63 card 9 7 commod valu rang 40 flax 100 wheat player offer trade cri number card want swap ldquoon one onerdquo ldquothre three threerdquo ident winner hand first collect one commod declar ldquocorn wheatrdquo whatev commod collect winner hand score point equal valu commod winner game first 500 point 1904 edit pit ad much fancier artwork famous bull bear card provid wildcard penalti featur earli edit allow maximum 7 player later version support 8 least one case 10 pitrsquo design note psychic edgar cayc often accus stolen idea game gavittrsquo stock exchang gse invent harri gavitt gse claim patent date earli 1896 involv trade railway share copyright publish 1903 year pit addit relat patent assign gavitt us746492 file octob 7 1903 grant decemb 8 1903 also hit market 1903 bours remark similar openoutcri commod trade game flinch card co use 80card deck 10 8 commod panic use 65 card deck 8 8 commod panic card rough equival bull pit howev seem corner market openoutcri game neither competitor seen 1904
252929,Planet,spark life jump hand spread world deploy mountain rang desert spread ocean glacier handl wise contin form environ suitabl apparit anim life mayb youll manag creat dens popul planet planet player receiv planet core without anyth turn player choos tile mountainiceforestdesert place planet player fulfil condit appear certain anim gain card mdashdescript publish
180974,Potion Explosion,potion explos game 2 4 player horribl game design lorenzo silva andrea crespi stefano castelli dear student time final exam potion class rule alway take ingredi marbl dispens watch other fall connect marbl color explod take complet potion use marbl collect drink unleash magic power rememb though win student year award quick wont enough youll also need brew valuabl potion potion explos
2651,Power Grid (Recharged Version),power grid updat releas friedemann fries crayon game funkenschlag remov crayon aspect network build origin edit retain fluctuat commod market like crude oil game auction round intens reminisc princ florenc object power grid suppli citi power someon network gain predetermin size new edit player mark preexist rout citi connect bid purchas power plant use power citi howev plant purchas newer effici plant becom avail mere purchas your potenti allow other access superior equip addit player must acquir raw materi coal oil garbag uranium need power said plant except renew windfarm solar plant requir fuel make constant struggl upgrad plant maximum effici still retain enough wealth quick expand network get cheapest rout power grid faq pleas read post rule question mani question ask forum question specif expans pleas check rule forum faq particular expans
3076,Puerto Rico,puerto rico player assum role coloni governor island puerto rico aim game amass victori point ship good europ construct build player use separ small board space citi build plantat resourc share player three ship trade hous suppli resourc doubloon resourc cycl game player grow crop exchang point doubloon doubloon use buy build allow player produc crop give abil build plantat work unless man colonist round player take turn select role card tabl trader builder role chosen everi player get take action appropri role player select role also receiv small privileg exampl choos builder role allow player construct build player chose role may discount turn unus role gain doubloon bonus end turn next player choos role get keep doubloon bonus associ encourag player make use role throughout typic cours game puerto rico use variabl phase order mechan governor token pass clockwis next player conclus turn player token begin round choos role take first action player earn victori point own build ship good man larg build player accumul ship chip kept face come denomin one five prevent player abl determin exact score anoth player good doubloon place clear view player total alway request player game enter later stage unknown quantiti ship token denomin requir player consid option choos role end game 2011 most afterward puerto rico publish includ puerto rico expans ndash new build puerto rico expans ii ndash nobl version includ game entri puerto rico two expans regular game entri puerto rico edit puerto rico list player count 25 instead 35 includ variant rule game two player
91536,Quarriors!,player take role quarrior mighti mystic warrior power captur danger quarri untam wild must conjur mysteri power quidditi cast power spell summon creatur battl hope overcom rival earn right place champion quarrior frenet excit dice battl game ad lsquodeckbuildingrsquo twist player custom dice pool game use resourc generat roll quarrior take best deckbuild game without tedium shuffl take typic deckbuild game add speed fun dice 60 minut yoursquor second third game tri uniqu strategi oppon altern descript quarrior quarrior player play quarrior compet glori eye quiana empress quaridia player start ident set 12 dice dice bag start game creatur spell dice quarri dealt random form wild center tabl play progress player roll dice attempt summon creatur cast spell har magic power quidditi ingam resourc captur quarri wild add repertoir dice bag player draw roll 6 dice turn bag make control bag composit key victori quarrior fastpac game player must strateg balanc choic turn use quidditi summon creatur hope score glori spend captur power quarri wild player must outmaneuv oppon strateg spell use acquisit power quarri ultim strike oppon creatur combat creatur surviv next turn score glori point move closer victori
232043,Queendomino,descript publish build prestigi kingdom claim wheat field forest lake graze ground marsh mountain knight bring rich form coin mdash make sure expand town land make new build appear give opportun new strategi may win queen favor alway awar dragon queendomino game complet independ kingdomino offer choic complex challeng two four player play queendomino independ also connect kingdomino allow game 7x7 grid four player six player stick 5x5 grid
25669,Qwirkle,abstract game qwirkl consist 108 wooden block six differ shape six differ color board player simpli use avail flat surfac player begin game six block start player place block singl match attribut color shape tabl thereaft player add block adjac least one previous play block block must play line match without duplic either color shape previous block player score one point block play plus block adjac possibl block score one direct player complet line contain six shape color addit six point score player refil hand six block game end draw bag deplet one player play remain block earn six point bonus player high score win
12,Ra,ra auction setcollect game ancient egyptian theme turn player abl purchas lot tile bid tile sun player use sun player continu likewis may set situat singl uncontest player bid tile end round occur tension build round may end player chanc win three lot epoch various tile either give immedi point prevent negat point certain type end round epoch give point final round game last three epoch round game offer short learn curv experienc player find fastmov quick play box game span 1500 year egyptian histori less hour player seek expand power fame mani way accomplish influenc pharaoh build monument farm nile pay homag god advanc technolog cultur peopl ra auction set collect game player may choos take risk great reward glori sun god ra
227224,The Red Cathedral,autumn best time climb scaffold moscow still far better winter tsar ivan want see result team prove best builder citi sure finish decor arch brightest shine stone ensur place list governmentrsquo trust worker sheila santo israel cendrero make game design duo known llama dice date put various titl differ spanish publish 1987 channel tunnel mondrian smoothi red cathedr first game publish devir pedro soto holm sherlock amp mycroft papua chema romaacuten el mundo de aacuteguila roja took care graphic element game grand homag ivan bilibin icon russian artist turn twentieth centuri despit far later period mark recogniz game red cathedr strateg ldquoeurordquo board game player take role construct team job work togeth put st basil cathedr moscow order ivan terribl howev one abl gain favor tsar game player carri one three action assign section cathedr send resourc section build go game board achiev resourc action mechan requir player pay close attent player section cathedr assign player take possess space column make section section built complet tower point player given end game player send resourc cathedr section claim complet section obtain reward money prestig point also abl instal decor complet section achiev even recognit tsar part game also work clock sinc player complet construct sixth section bring end game game board show us icon rondel red cathedr player obtain resourc type need complet work cathedr well get favor guild profession make trip market central rondel player choos die wish use move forward mani space shown top side said die order obtain resourc indic space destin die red cathedr access game regard rule easi understand various level game remain interest regard strategi sure pleas interest challeng offer tri strateg optim posit game rather complex rule
244228,Reef,game reef player take role coral reef care select color pattern grow expand turn player choos pick new card choic four play card alreadi hand card provid two reef piec pattern score point exist reef place two new piec whoever point reef piec card deck run win reef abstract strategi game suit player age 8 could take thousand year coral reef grow game reef take 3045 minut
91514,Rhino Hero,super rhino present player incred heroic ndash regrett heavi ndash rhinocero eager climb tall build leap tall build singl bound first though need construct build player start game five roof card take turn ad wall roof singl build turn first place wall highest floor choos roof card hand place wall roof card bear mark indic next player must place wall card addit roof card forc player perform special action place second roof chang direct play move super rhino new locat tower keep hand steadi first player build roof card win game altern build collaps player caus collaps automat lose player fewest roof card hand win similar turmbau zu babel
37198,Risk (Revised Edition),classic wargam risk updat revis 2008 graphic compon brand new major minor object ad along citi capit plus reward complet object new version drastic chang victori condit complet three object control capit shorten game play time around 90 minut three rule set basic train command room world conquest basic train introduct new risk rule includ preexist setup 3 4 5 player command room add random setup reward achiev object basic train command room end player control three object world conquest updat version classic risk game global domin play continu
1829,Risk 2210 A.D.,risk 2210 ad yet anoth entri long seri risk variant set notsodist futur battl fought machin destruct known mod short human command still lead mechan troop command special power abil come play via use command card add new dimens game battl contin sea moon also battleground although much ad basic flavor game still risk one welcom chang institut fiveturn game limit allow game play complet three hour player must also factor econom form energi energi use purchas command card bid turn order hire new command much strategi plan involv new version still appeal classic risk fan reimplement risk
105134,Risk Revolution,descript spoiler free contain noth outsid initi rulebook game detail import descript risk legaci repres new least rare concept boardgam campaign core game particular first play much like regular risk chang player control countri region map world simpl combat player roll dice determin lose unit battl tri elimin oppon game board control certain number red star otherwis known victori point vps what differ risk legaci chang time base outcom game various choic made player game player choos one five faction faction uniqu shape piec import differ rule start first game faction gain abil break one minor rule abil move troop time turn oppos end make game uniqu power chosen player must choos one faction two power affix power sticker faction card destroy card rule ndash destroy rule mean say card destroy remov game perman rip throw trash key concept permeat game thing game affect temporarili other affect perman chang may includ boost resourc countri recruit troop lieu older match three symbol style recruit ad bonus penalti defend die roll countri ad perman contin troop bonus may affect player rule book also design chang game continu block blank space page allow rule addit chang entir section rule take effect later game game box contain differ seal packag compart written condit open rule book indic contain rule addit addit faction power thing discuss spoiler protect winner first 15 game receiv major bonus found major citi allow start futur game delet perman modifi board destroy countri card prevent provid resourc toward purchas troop futur game chang contin troop bonus name contin give player troop bonus futur game player win elimin allow make minor chang world found minor citi ad resourc countri note although card rip cours game mani card ad via seal packag game suffer dispos game mere custom one game continu chang beyond 15 game campaign even final stop chang still copi risk complet uniqu initi game take approxim 3090 minut play includ brief rule explan setup
132531,Roll for the Galaxy,game descript publish roll galaxi dice game build space empir 2ndash5 player dice repres populac direct develop new technolog settl world ship good player best manag worker build prosper empir win dice version race galaxi take player new journey galaxi feel origin game
20545,Rory's Story Cubes,here game that enorm fun sharpen wit hone imagin 54 imag design rori oconnor ireland trainer creativ creativ problemsolv use arriv answer decis indirect ingeni way origin rori put imag face rubik cube player would turn cube scrambl imag choos one side play kate jone kadon enterpris suggest put 54 imag 9 separ cube allow quicker way generat vari combin includ conceptu puzzl rori readili agre consid 9cube idea earlier creativ confer held kadon headquart may 2004 prototyp whip 2005 kadon launch cube version rori stori cube jumbo 1 cube 6 imag icon total 54 alldiffer handinlaid imag mix 10 million way roll 9 cube generat 9 random imag use invent stori start upon time use 9 element part narrat play game one player parti game three play improv game player contribut part stori pick last one left win award point speedi deliveri invent imagin drama humor full instruct includ sever way use cube solv problem break writer block enhanc imagin heighten abil find unifi theme among divers imag interpret get mean answer quick fun easi mindstretch puzzl cube realli give imagin workout youll practic feel side brain danc challeng fit 9 cube 3x3 squar examin cube one row turn top someth common 3 row explain choic challeng anoth player identifi element share one answer may right thousand possibl combin rori stori cube recommend age 8 though fun watch younger child creat combin cube make stori
89415,Rory's Story Cubes: Actions,expans creativ game rori stori cube set includ 9 new dice 54 action imag pictoverb expans play combin origin game newest version print dark blue ink help distinguish dice origin stori cube dice game use aid creativ problem solv languag learn stori tell player roll dice tell stori use action upon time integr rori stori cube rori stori cube voyag
182541,Rory's Story Cubes: Batman,shadow gotham cityhellip riddler plan next crime discov batmanrsquo ident joker escap arkham asylum roryrsquo stori cubesreg batman decid stori roll 9 storycub creat infinit tale featur favourit batman villain gadget locat roryrsquo stori cubesreg batman inspir even stori teller partner one time favourit charact batman one worldrsquo famous superhero love age fan creat batman stori
811,Rummikub,game base tradit middleeastern game okey first creat 1930s sold handproduc version late 1970s similar rummi play card tri get rid tile form number run 3 tile 3 4 kind color number tile like card suit game may start rather unev player start put tile play option upcom turn becom complex challeng excit areyougamecom
180943,Sabordage,famous pirat blackbeard summon deathb entrust dearest secret locat hidden treasur old rascal play one last trick also reveal locat everi renown pirat seven sea race order reach treasur need ship sturdi fast mdash except everyon idea battl alreadi rage harbor ship even complet figur finish ship first sabordag youll way treasur
194655,Santorini,santorini reimagin pure abstract 2004 edit sinc origin incept 30 year ago santorini continu develop enhanc refin design gordon hamilton santorini access strategi game simpl enough elementari school classroom aim provid gameplay depth content hardcor gamer explor rule simpl turn consist 2 step 1 move move one builder neighbor space may move builder pawn level stepup one level step number level 2 build construct build level adjac builder move build top third level place dome instead remov space play win game either builder reach third level win variabl player power santorini featur variabl player power layer otherwis abstract game 40 themat god hero power fundament chang way game play
438,Scotland Yard,scotland yard one player take role mr x job move point point around map london take taxi buse subway detect ndash remain player act concert ndash move around similar effort move space mr x crimin mode transport near alway known exact locat known intermitt throughout game 125 fare ticket 5 black 23 pink underground 43 green bus 54 yellow taxi similar furi dracula clue great museum caper ghost chase letter whitechapel garibaldi escap
320,Scrabble,classic word game player use seven drawn lettertil form word gameboard word laid earn point base common letter use certain board space give bonus word play use least one alreadyplay tile add alreadyplay word lead slight tactic play potenti word reject would give oppon much access better bonus space skipacross licens selchow amp righter manufactur cadaco game ident rule skipacross tile rack made cardboard instead wood game also publish enough scrabbl game manufactur meet demand
151603,Scrabble Twists & Turns,bore ordinari word game take long finish scrabbl twist amp turn mattel game take game grid spell forward backward way wrong easi excit aim game get rid tile first there point award mean word win game great brain stretcher share four friend get scrabbl twist amp turn pack today start twist word
169786,Scythe,time unrest 1920s europa ash first great war still darken snow capitalist cityst known simpli ldquoth factoryrdquo fuel war heavili armor mech close door draw attent sever nearbi countri scyth enginebuild game set alternatehistori 1920s period time farm war broken heart rust gear innov valor scyth player repres charact one five faction eastern europ attempt earn fortun claim faction stake land around mysteri factori player conquer territori enlist new recruit reap resourc gain villag build structur activ monstrous mech player begin game differ resourc power coin combat acumen popular differ start locat hidden goal start posit special calibr contribut factionrsquo uniqu asymmetr natur game faction alway start place scyth give player almost complet control fate playerrsquo individu hidden object card element luck variabl ldquoencounterrdquo card player draw interact citizen newli explor land encount card provid player sever option allow mitig luck draw select combat also driven choic luck random scyth use streamlin actionselect mechan round phase keep gameplay move brisk pace reduc downtim turn plenti direct conflict player seek player elimin everi part scyth aspect enginebuild player upgrad action becom effici build structur improv posit map enlist new recruit enhanc charact abil activ mech deter oppon invad expand border reap greater type quantiti resourc enginebuild aspect creat sens momentum progress throughout game order player improv engin add uniqu feel game even play one faction multipl time
20551,Shogun,japan sengoku ldquowar statesrdquo period approx 14671573 player assum role great daimyo lead troop conquer provinc japanes island daimyo 10 possibl action develop kingdom score point round player decid action play provinc battl ensu oppos armi uniqu cube tower play lead role cube repres troop side thrown togeth fall bottom show immedi own provinc templ theater castl mean point score talli whichev daimyo highest number point end game becom ndash shogun shogun base wallenstein game system game intern edit languageindepend compon five languagedepend rule booklet reimplement wallenstein
1269,Skip-Bo,player dealt stockpil 30 card winner whoever manag empti stockpil first card play onto four share build pile numer sequenc 1 12 turn player draw five card hand play card hand top card discard pile stockpil end turn player must discard onto one four person discard pile strategi involv organ card discard pile care set next player good play know play option especi time play valuabl skipbo wildcard skipbo base tradit card game spite malic
271785,Slide Quest,bad guy taken beauti kingdom slide quest total chao save world quick work togeth guid brave roll knight turbul adventur line twist trap
220199,Snappy Dressers,snappi dresser card show quirki delight anim charact dress snappiest outfit card beauti design interest anim like sloth panda fox mdash dress funki cool outfit player tri identifi match type anim item cloth gift charact hand card match everi card exact one way snappi dresser includ ten differ game play one deck card rang speed recognit sli strategi
266179,Space Gate Odyssey,futur human await space gate odyssey system viabl exoplanet recent discov confeder flock space colon 2 4player develop flowmanag board game play leader one confeder play influenc odyssey command station send mani settler exoplanet decad research technolog develop human prepar leav earth colon discov system get one possibl mean transport exist space gate reason relat physic quantum aspect gate built space confeder therefor embark construct station orbit equip space gate begin colon era portal make possibl go one first three discov planet soon entir conting settler join gate space station teleport correspond exoplanet land condit vari accord planet choic colon spot quick becom strateg soon one three exoplanet fulli colon confeder gain influenc accord placement access one two later discov exoplanet becom possibl end colon five exoplanet station teleport hawk planet influenc confeder assess leader influenti confeder promot rank governor new system one biggest challeng space gate odyssey abil quick develop intellig arrang space station better optim flow settler station exoplanet send favor spot thus gain influenc choic modul arrang distanc airlock gate therefor essenti element mdash especi sinc end game domain modul use build station bring addit influenc point line posit domain hawk planet predomin final must care leav mani open corridor space void repres real danger settler could therefor damag reput amaz quest start space gate odyssey abl take oppon order take control new system stay dock mdashdescript publish
158100,Speed Cups²,speed ​​cupssup2 play two player also serv expans speed cup allow play six player game player receiv set five plastic cup differ color deck 24 card shuffl place face center tabl next bell one player flip top card depict color object ndash train bird cup etc ndash stack vertic horizont everyon tri recreat color sequenc set cup first player slam bell revel soulbrighten ding correct claim card someon reveal next card player start shuffl cup speed ​​cupssup2 dont arrang cup horizont vertic stack also make differ stack
162007,Steampunk Rally,steampunk ralli strategi game incorpor steampunk bit chrome use uniqu diceplac mechan player take role famous inventor turn last centuri like nikola tesla mari curi construct fantast contrapt make use steam heat electr attempt win noholdsbar race swiss alp round start card draft player care select machin part add invent oneshot boost card aid hinder oppon player also option discard draft card dice cog power invent must make tricki choic card draft vent dice revit machin player roll dice use activ machin part provid thing like movement shield addit dice activ part drive terrain caus damag player damag gaug end red end turn must lose part invent need replac draft phase constant forc player discov new synergi
34635,Stone Age,stone age time hard inde role hunter collector farmer tool maker ancestor work leg back strain wooden plow stoni earth cours progress stop wooden plow peopl alway search better tool product plant make work effect stone age player live time ancestor collect wood break stone wash gold river trade freeli expand villag achiev new level civil balanc luck plan player compet food prehistor time player use ten tribe member three phase first phase player place men region board think benefit includ hunt trade center quarri second phase start player activ staf area whatev sequenc choos follow turn player third phase player must enough food avail feed popul face lose resourc point
2653,Survive: Escape from Atlantis!,surviv cutthroat game player seek evacu piec island break rememb highestvalu piec locat maxim score island made 40 hextil slowli sink ocean tile remov board player control ten peopl valu 1 6 tri move toward safeti surround island main island final blow player either swim use boat travel must avoid sea serpent whale shark way safeti surviv similar escap atlanti key differ surviv reprint surviv escap atlanti publish stronghold game hit store shelv februari 2011 reprint contain game surviv well extra piec need order play game escap atlanti actual found surviv escap atlanti came dolphin dive dice remov anniversari edit releas coupl year later though later made avail owner version surviv escap atlanti game 2 stronghold game surviv line
46213,Telestrations,publish press releas player begin sketch telestr word dictat roll die old fashion sand timer may limit amount time get execut sketch certain doesnt limit creativ time player time pass sketch next player must guess what drawn player simultan pass guess hope match origin word next player must tri draw word see telestr contain eight eras sketchbook marker die 90 second sandtim 2400 word choos inspir public domain game eat poop cat similar game mutabo minimutabo
229853,Teotihuacan: City of Gods,travel back time greatest citi mesoamerica wit glori twilight power precolumbian civil strateg accru wealth gain favour god becom builder magnific pyramid sun teotihuacan citi god player command forc worker dice grow strength everi move turn move worker around modular board alway choos one two area locat tile land one offer action worker upgrad provid power bonus without upgrad manag workforc resourc player develop new technolog climb step three great templ build hous inhabit citi rais legendari breathtak pyramid sun center citi game play three era dawn aztec come closer player effort abil feed workforc evalu total three time player fame winner
153507,Terra,game descript publish long golden gate bridg ldquoevid yeti found mani sculptur easter island itlsquo like donlsquot know fact might rough idea thatlsquo good enough terra parti game close count absolut idea answer take advantag friend know terra redesign friedemannrsquo 2009 sdjnomin fauna similar mechan specif anim terra chang subject matter general geograph inform includ brand new imperi measur map side retain metric map side gamer outsid us 300 topic three categori question overs card simplifi score terra play 45 minut 26 player end publish descript terra trivia game card ask three relat question woodstock music festiv year take place mani peopl attend card select player take turn guess answer question put token board differ area map world time line number line indic number peopl exampl point score correct answer point also score close answer whoever point predetermin number round win game
14996,Ticket to Ride: Europe,ticket ride europ take new train adventur across europ edinburgh constantinopl lisbon moscow youll visit great citi turnofthecenturi europ like origin ticket ride game remain eleg simpl learn 5 minut appeal famili experienc gamer ticket ride europ complet new game requir origin version new map ticket ride europ featur brand new gameplay element tunnel may requir pay extra card build ferri requir locomot card order claim station allow sacrific point order use oppon rout connect game also includ larger format card train station game piec overal goal remain collect play train card order place piec board attempt connect citi ticket card point earn place train complet ticket uncomplet ticket lose point player point end game win copyright 20022014 day wonder inc part ticket ride seri
21348,Ticket to Ride: Märklin,ticket ride maumlrklin third instal day wonder bestsel ticket ride seri board maumlrklin base map germani individu card deck depict differ maumlrklin train model dvd introduc player maumlrklin line model train includ edit dvd longer includ recent run maumlrklin heavier version ttr seri allow player travel citi citi also citi countri new mechan also introduc form passeng merchandis token game setup seri merchandis valu worth victori point place nomin citi valu token diminish multipl token present within singl citi requir player move quick captur higher valu token token collect player place passeng 3 per player achiev end turn player lay train enter citi question passeng play player forfeit regular turn move passeng move along player train network come cost allow player take top merchandis token citi pass passeng also move along section track featur player train passeng card must paid time occur player complet destin ticket receiv 10 point bonus instead base game longest rout bonus
131325,Timeline: General Interest,timelin divers card game play use 110 card card depict histor event side year event occur one side player take turn place card hand row tabl place card player reveal date card place correct date chronolog order card tabl card stay place otherwis card remov play player take anoth card deck first player get rid card place correct win multipl player go round everyon els elimin play player dealt one card anoth round play one player card bonus round win otherwis play continu singl player goe theme includ timelin divers discoveri art event music invent monument sport timelin divers combin titl timelin seri except timelin star war integr timelin discoveri timelin event timelin invent timelin music cinema timelin american histori timelin americana
145189,Timeline: Music & Cinema,timelin music amp cinema card game play use 110 card card depict histor event side year event occur one side player take turn place card hand row tabl place card player reveal date card place correct date chronolog order card tabl card stay place otherwis card remov play player take anoth card deck first player get rid card place correct win multipl player go round everyon els elimin play player dealt one card anoth round play one player card bonus round win otherwis play continu singl player goe timelin music amp cinema combin titl timelin seri
20096,Toru,unleash inner dragon toru parti game player pass chip everybodi simultan pass chip left chant pick chip given right neighbour chant ru proceed fast possibl player start seven chip carri symbol ten differ symbol soon one player collect four chip one symbol three chip anoth shout toru grab one dragon place middl tabl player tri one player lose alway one dragon less number player player manag grab dragon score point colour dragon match colour secret counter receiv start round get bonus point first reach eight point win
158672,La tumba del rey Pakal,mythic archaeolog zone palenqu locat chiapa state mexico pyramid known templ inscript built mayan shelter king pakal tomb tomb discov june 1952 repres one import archaeolog discoveri histori game player collabor pyramid construct player tri accumul biggest treasur order win game treasur form treasur tile obtain construct stage jewel card accumul till end game round compos 3 phase phase conclud player perform play phase phase 1 card draw player draw 2 card top pile player draw card level alreadi construct card sent discard pile player draw new card phase 2 card swap player swap one card one card swap zone player must leav card face card alreadi construct level cannot use phase 3 construct player decid summon construct pyramid level choos player must mention pass opportun next player player summon construct end phase 3 round conclud player summon construct must pay 1 point treasur tile place tile gameboard give right first set card construct construct rule pyramid level must construct ascend order pyramid level complet 5 construct card correspond level jewel card use wild card two jewel card consid one construct card must use pair purpos player set maacuteximum 3 construct card player summon construct 5 necessari consturct card requir correspond level complet player take back set card player summon construct lose point paid case also end phase 3 round conclud case construct correspond level complet correspond pyramid tile place gameboard player collabor construct take correspond point treasur tile gameboard see score rule card use construct sent discard pile player card left consturct level must place discard pile player right recov card card construct level swap zone place discard pile well replac card pile end game construct level 9 pyramid templ complet game end jewel card player accumul valu 1 point ad valu thier treasur tile winner player treasur point
217085,Unearth,long ago ancestor built great citi across world tribe must explor forest desert island mountain cavern find lost citi claim ruin build place power restor glori bygon age unearth bendyourluck game dice placement set collect design jason harner matthew ransom play hour 24 player player lead tribe delver repres five dice 3 sixsid 1 foursid 1 eightsid player take turn roll place dice attempt claim ruin game eleg core mechan access player skill level high roll help player claim ruin low roll help player collect stone open two path victori claim set ruin use stone build wonder delver card help affect dice roll dice play wonder grant abil impact late game
5522,UNO Rummy-Up,uno rummyup combin two favorit classic uno rummikub one game game color uno tile play like rummi also use special uno rule make game fun excit variat rummikub add draw four draw two revers special card uno card game object still get rid tile lowest score
